lat,lng,speedLimit,heading,type
34.706432,127.124841,60,-1,0
34.712001,126.3771,70,-1,0
34.71213,128.04663,0,-1,0
34.713281,125.936448,60,-1,0
34.71354,126.812948,30,-1,0
34.713756,126.611296,80,-1,0
34.713917,126.813111,30,-1,0
34.714376,126.811925,30,-1,0
34.71489,126.811937,30,-1,0
34.715214,127.752738,50,-1,0
34.715431,126.929478,80,-1,0
34.715981,128.04184,30,-1,0
34.717639,127.752472,30,-1,0
34.719194,126.70925,80,-1,0
34.71946,126.59733,30,-1,0
34.719536,126.597635,30,-1,0
34.719713,126.932497,100,-1,0
34.719893,126.709487,80,-1,0
34.720435,127.622967,70,-1,0
34.72244,126.902851,30,-1,0
34.72409,127.985918,30,-1,0
34.724134,127.985957,30,-1,0
34.724181,127.708874,50,-1,0
34.724792,126.901333,60,-1,0
34.724967,128.602983,30,-1,0
34.725003,128.60281,30,-1,0
34.725656,127.746405,60,-1,0
34.725876,128.02348,60,-1,0
34.726061,128.023818,60,-1,0
34.726394,127.698309,50,-1,0
34.727149,126.565014,30,-1,0
34.727377,127.641287,50,-1,0
34.727417,127.71325,30,-1,0
34.727565,126.533359,30,-1,0
34.727917,127.743778,30,-1,0
34.728047,127.74377,30,-1,0
34.728056,127.713778,30,-1,0
34.728196,127.353554,30,-1,0
34.728452,127.353922,30,-1,0
34.728652,126.547951,80,-1,0
34.729389,127.334417,80,-1,0
34.731057,127.717368,30,-1,0
34.731196,127.717762,30,-1,0
34.731497,127.721427,30,-1,0
34.73183,127.724848,50,-1,0
34.731889,127.721083,30,-1,0
34.734258,126.968229,80,-1,0
34.734291,127.726861,30,-1,0
34.734435,127.726689,30,-1,0
34.734667,126.716139,80,-1,0
34.735732,127.6232,70,-1,0
34.735887,126.509964,80,-1,0
34.736282,128.629676,50,-1,0
34.736611,127.730361,30,-1,0
34.736925,127.721955,50,-1,0
34.737344,127.73141,50,-1,0
34.738728,126.388567,70,-1,0
34.739386,127.624608,70,-1,0
34.739801,127.6827,30,-1,0
34.739831,126.500315,80,-1,0
34.740126,127.73159,50,-1,0
34.740139,127.682822,50,-1,0
34.740331,127.682792,30,-1,0
34.740374,127.731304,50,-1,0
34.740482,127.743941,30,-1,0
34.740516,127.646098,30,-1,0
34.741559,127.686638,30,-1,0
34.742223,127.134287,60,-1,0
34.742513,126.47339,70,-1,0
34.742929,127.72715,40,-1,0
34.743622,126.459129,30,-1,0
34.743876,127.721606,40,-1,0
34.743939,126.429735,70,-1,0
34.744035,126.450024,80,-1,0
34.744064,126.456079,30,-1,0
34.744194,126.796,30,-1,0
34.744318,126.796182,30,-1,0
34.744596,127.728375,50,-1,0
34.744862,126.386896,70,-1,0
34.744919,126.483151,60,-1,0
34.745556,127.699556,30,-1,0
34.74564,127.65255,30,-1,0
34.745646,126.378056,30,-1,0
34.745801,127.654085,30,-1,0
34.746102,126.470368,30,-1,0
34.746115,126.470473,30,-1,0
34.746123,126.378955,30,-1,0
34.746496,126.993406,30,-1,0
34.74659,127.654489,30,-1,0
34.746635,127.742874,50,-1,0
34.746653,126.99344,30,-1,0
34.747032,127.689023,50,-1,0
34.747038,127.689285,50,-1,0
34.747087,127.670913,50,-1,0
34.747324,126.467662,30,-1,0
34.747381,127.684767,30,-1,0
34.747521,127.089105,80,-1,0
34.747851,126.472002,30,-1,0
34.748032,126.468137,30,-1,0
34.748079,126.466695,30,-1,0
34.748378,127.680718,50,-1,0
34.748468,127.628046,70,-1,0
34.748503,127.628133,70,-1,0
34.748762,127.693833,50,-1,0
34.748886,127.703563,50,-1,0
34.749036,127.626272,30,-1,0
34.749111,127.673847,30,-1,0
34.749144,127.626119,30,-1,0
34.749218,127.673441,30,-1,0
34.749444,126.475556,60,-1,0
34.751444,127.692111,30,-1,0
34.751722,127.642472,30,-1,0
34.751771,127.72747,30,-1,0
34.751918,127.694503,30,-1,0
34.752109,127.727684,30,-1,0
34.752111,127.744083,30,-1,0
34.752349,126.358897,60,-1,0
34.752361,127.691972,30,-1,0
34.752362,125.929591,50,-1,0
34.752392,127.096482,80,-1,0
34.752978,125.929168,30,-1,0
34.753143,127.675885,50,-1,0
34.754167,126.125394,30,-1,0
34.754687,127.185909,50,-1,0
34.754966,127.702786,30,-1,0
34.755135,126.900067,60,-1,0
34.755163,126.58248,30,-1,0
34.755249,126.58232,30,-1,0
34.755278,127.710778,30,-1,0
34.755997,127.732654,30,-1,0
34.756107,126.460661,30,-1,0
34.75615,126.46049,30,-1,0
34.756657,127.719247,50,-1,0
34.757209,126.460682,30,-1,0
34.758648,127.669594,50,-1,0
34.760486,126.397238,30,-1,0
34.760801,127.6561,50,-1,0
34.76083,127.708582,50,-1,0
34.760835,126.397279,30,-1,0
34.760904,127.645645,50,-1,0
34.760904,127.63979,50,-1,0
34.761013,127.630387,50,-1,0
34.761091,127.655688,50,-1,0
34.761185,127.708714,50,-1,0
34.761423,127.675804,30,-1,0
34.762394,127.608518,30,-1,0
34.76264,127.667684,30,-1,0
34.762688,126.632737,30,-1,0
34.76275,127.667389,30,-1,0
34.762826,126.473086,60,-1,0
34.763311,127.655867,50,-1,0
34.763564,127.669454,50,-1,0
34.763862,127.669766,50,-1,0
34.763863,127.949177,60,-1,0
34.76389,127.949199,60,-1,0
34.764056,127.651972,30,-1,0
34.764194,127.705806,30,-1,0
34.764859,127.67519,50,-1,0
34.764969,127.684165,60,-1,0
34.764994,127.082573,30,-1,0
34.765212,127.63798,30,-1,0
34.765325,127.707387,30,-1,0
34.765528,127.637972,30,-1,0
34.76554,127.106216,80,-1,0
34.76557,127.670033,50,-1,0
34.766236,127.663183,50,-1,0
34.766383,127.662681,50,-1,0
34.766438,125.988955,30,-1,0
34.766675,126.45583,60,-1,0
34.76754,127.071712,30,-1,0
34.768605,127.294257,60,-1,0
34.768874,127.662686,50,-1,0
34.769716,127.077858,30,-1,0
34.769908,127.158773,60,-1,0
34.77036,127.080043,30,-1,0
34.770773,127.889836,30,-1,0
34.770782,127.889841,30,-1,0
34.771091,127.702254,50,-1,0
34.772349,127.712623,50,-1,0
34.772905,127.644388,30,-1,0
34.773269,127.645843,30,-1,0
34.77329,127.693569,50,-1,0
34.774119,127.271733,60,-1,0
34.774391,127.727028,50,-1,0
34.775694,127.640333,30,-1,0
34.775722,127.640778,30,-1,0
34.775841,127.645441,50,-1,0
34.775897,126.972487,30,-1,0
34.776005,127.69462,50,-1,0
34.776225,126.971867,30,-1,0
34.776861,127.129306,80,-1,0
34.777985,127.197619,30,-1,0
34.778215,127.197733,30,-1,0
34.778468,127.650022,50,-1,0
34.778652,128.594774,30,-1,0
34.778652,128.594828,30,-1,0
34.778669,127.036623,100,-1,0
34.779247,127.662546,60,-1,0
34.780027,126.452195,60,-1,0
34.780139,127.647202,60,-1,0
34.780813,126.964258,60,-1,0
34.781715,126.739633,80,-1,0
34.782295,127.334637,30,-1,0
34.782378,126.373917,30,-1,0
34.783542,127.694713,30,-1,0
34.783581,127.694911,30,-1,0
34.78435,127.633207,60,-1,0
34.784806,127.693139,30,-1,0
34.785092,126.873851,60,-1,0
34.785904,128.049787,60,-1,0
34.785994,126.379458,30,-1,0
34.786027,128.049846,60,-1,0
34.786062,126.379508,30,-1,0
34.786358,127.701473,50,-1,0
34.787115,126.393885,50,-1,0
34.787342,126.397926,50,-1,0
34.787444,127.652194,50,-1,0
34.787561,127.663609,60,-1,0
34.787601,127.663693,60,-1,0
34.788159,128.390696,50,-1,0
34.788662,126.404199,50,-1,0
34.78902,127.632815,50,-1,0
34.789056,127.656222,60,-1,0
34.790188,127.654306,60,-1,0
34.79055,126.39043,30,-1,0
34.790845,126.400283,30,-1,0
34.790958,126.400288,30,-1,0
34.791481,126.39173,30,-1,0
34.791502,126.39172,30,-1,0
34.791764,126.36727,40,-1,0
34.792296,127.959042,60,-1,0
34.792788,126.413648,50,-1,0
34.793153,127.222758,80,-1,0
34.793167,126.71575,80,-1,0
34.793437,126.393031,50,-1,0
34.79379,126.903123,60,-1,0
34.793805,126.366583,40,-1,0
34.794401,126.410489,50,-1,0
34.794502,128.383451,0,-1,0
34.794887,128.383858,0,-1,0
34.795036,126.513588,90,-1,0
34.79512,126.429731,50,-1,0
34.795289,126.408385,50,-1,0
34.795459,128.662666,30,-1,0
34.795645,126.393758,30,-1,0
34.795773,126.378772,30,-1,0
34.796212,127.631949,30,-1,0
34.796234,126.38583,30,-1,0
34.796339,126.685607,30,-1,0
34.79638,126.68934,30,-1,0
34.796409,126.689392,30,-1,0
34.796487,127.631868,30,-1,0
34.796549,126.385549,30,-1,0
34.797272,126.43423,50,-1,0
34.798166,126.419949,50,-1,0
34.798283,128.385953,40,-1,0
34.798657,126.405422,50,-1,0
34.798823,126.405572,50,-1,0
34.798834,126.389706,50,-1,0
34.79898,126.429992,50,-1,0
34.79903,126.429441,50,-1,0
34.799044,126.422768,30,-1,0
34.799055,126.381566,30,-1,0
34.799505,128.430646,50,-1,0
34.799554,126.702457,50,-1,0
34.799591,127.6582,50,-1,0
34.799826,126.380896,30,-1,0
34.799864,126.401431,30,-1,0
